word,bFrequency,bWeight,gFrequency,gWeight,start
stoic,1,0,0,0,FALSE
philosophers,1,0,1,1,FALSE
babbler,1,0,0,0,FALSE
remarked,1,0,0,0,FALSE
presenting,1,0,0,0,FALSE
athenians,1,0,0,0,FALSE
latest,1,0,0,0,FALSE
inhabit,1,0,0,0,FALSE
poets,1,0,0,0,FALSE
design,1,0,0,0,FALSE
skill,1,0,1,1,FALSE
ignorancebutnowhecommandsall,1,0,0,0,FALSE
dionysius,1,0,0,0,FALSE
damaris,1,0,0,0,FALSE
recently,1,0,0,0,FALSE
tentmaker,1,0,0,0,FALSE
exclusively,1,0,0,0,FALSE
titius,1,0,0,0,FALSE
persuading,1,0,0,0,FALSE
complaint,1,0,0,0,FALSE
misdemeanor,1,0,0,0,FALSE
involves,1,0,0,0,FALSE
ejected,1,0,0,0,FALSE
declined,1,0,0,0,FALSE
accurately,1,0,0,0,FALSE
adequately,1,0,0,0,FALSE
refuted,1,0,0,0,FALSE
interior,1,0,0,0,FALSE
persuasively,1,0,0,0,FALSE
maligned,1,0,0,0,FALSE
discussions,1,0,0,0,FALSE
tyrannus,1,0,0,0,FALSE
extraordinary,1,0,0,0,FALSE
handkerchiefs,1,0,0,0,FALSE
aprons,1,0,0,0,FALSE
invoke,1,0,0,0,FALSE
sceva,1,0,0,0,FALSE
overpowered,1,0,0,0,FALSE
calculated,1,0,0,0,FALSE
total,1,0,0,0,FALSE
drachmas,1,0,0,0,FALSE
helpers,1,0,0,0,FALSE
silversmith,1,0,0,0,FALSE
shrines,1,0,0,0,FALSE
trades,1,0,0,0,FALSE
practically,1,0,0,0,FALSE
unison,1,0,0,0,FALSE
clerk,1,0,0,0,FALSE
quieted,1,0,0,0,FALSE
guardian,1,0,1,1,FALSE
facts,1,0,0,0,FALSE
undeniable,1,0,0,0,FALSE
grievance,1,0,0,0,FALSE
proconsuls,1,0,0,0,FALSE
rioting,1,0,0,0,FALSE
greece,1,0,0,0,FALSE
sopater,1,0,0,0,FALSE
pyrrhus,1,0,0,0,FALSE
secundus,1,0,0,0,FALSE
eutychus,1,0,0,0,FALSE
sinking,1,0,0,0,FALSE
arrangement,1,0,0,0,FALSE
mitylene,1,0,0,0,FALSE
kios,1,0,0,0,FALSE
samos,1,0,0,0,FALSE
hurry,1,0,0,0,FALSE
plots,1,0,0,0,FALSE
savage,1,0,0,0,FALSE
coveted,1,0,0,0,FALSE
embraced,1,0,1,1,FALSE
cos,1,0,0,0,FALSE
rhodes,1,0,0,0,FALSE
patara,1,0,0,0,FALSE
crossing,1,0,0,0,FALSE
sighting,1,0,0,0,FALSE
unload,1,0,0,0,FALSE
ptolemais,1,0,0,0,FALSE
dissuaded,1,0,0,0,FALSE
mnason,1,0,0,0,FALSE
rites,1,0,2,1,FALSE
expenses,1,0,0,0,FALSE
date,1,0,0,0,FALSE
ephesian,1,0,0,0,FALSE
assumed,1,0,5,3,FALSE
rioters,1,0,0,0,FALSE
terrorists,1,0,0,0,FALSE
observer,1,0,0,0,FALSE
imprison,1,0,0,0,FALSE
martyr,1,0,0,0,FALSE
flinging,1,0,0,0,FALSE
assemble,1,0,0,0,FALSE
violate,1,0,0,0,FALSE
conspiracy,1,0,0,0,FALSE
solemn,1,0,0,0,FALSE
cautioned,1,0,0,0,FALSE
horsemen,1,0,0,0,FALSE
spearmen,1,0,0,0,FALSE
mounts,1,0,0,0,FALSE
excellency,1,0,0,0,FALSE
antipatris,1,0,0,0,FALSE
foresight,1,0,0,0,FALSE
reforms,1,0,0,0,FALSE
troublemaker,1,0,0,0,FALSE
ringleader,1,0,0,0,FALSE
examining,1,0,0,0,FALSE
asserting,1,0,0,0,FALSE
verify,1,0,0,0,FALSE
anywhere,1,0,1,1,FALSE
follower,1,0,0,0,FALSE
adjourned,1,0,0,0,FALSE
proceedings,1,0,0,0,FALSE
drusilla,1,0,0,0,FALSE
discoursed,1,0,0,0,FALSE
convenient,1,0,0,0,FALSE
bribe,1,0,0,0,FALSE
succeeded,1,0,0,0,FALSE
porcius,1,0,0,0,FALSE
transferred,1,0,0,0,FALSE
wishing,1,0,0,0,FALSE
respects,1,0,0,0,FALSE
investigate,1,0,0,0,FALSE
pomp,1,0,0,0,FALSE
ranking,1,0,0,0,FALSE
community,1,0,0,0,FALSE
petitioned,1,0,0,0,FALSE
definite,1,0,0,0,FALSE
investigation,1,0,0,0,FALSE
unreasonable,1,0,0,0,FALSE
specifying,1,0,0,0,FALSE
fortunate,1,0,0,0,FALSE
strictest,1,0,0,0,FALSE
incredible,1,0,0,0,FALSE
vote,1,0,0,0,FALSE
obsession,1,0,0,0,FALSE
journeys,1,0,0,0,FALSE
brighter,1,0,0,0,FALSE
kick,1,0,0,0,FALSE
goads,1,0,0,0,FALSE
interrupted,1,0,0,0,FALSE
familiar,1,0,0,0,FALSE
corner,1,0,0,0,FALSE
imperial,1,0,0,0,FALSE
boarded,1,0,0,0,FALSE
adramyttium,1,0,0,0,FALSE
ports,1,0,0,0,FALSE
myra,1,0,0,0,FALSE
lycia,1,0,0,0,FALSE
headway,1,0,0,0,FALSE
cnidus,1,0,0,0,FALSE
salmone,1,0,0,0,FALSE
havens,1,0,0,0,FALSE
lasea,1,0,0,0,FALSE
dangerous,1,0,0,0,FALSE
disastrous,1,0,0,0,FALSE
unsuitable,1,0,1,1,FALSE
phoenix,1,0,0,0,FALSE
southwest,1,0,0,0,FALSE
northwest,1,0,0,0,FALSE
blow,1,0,0,0,FALSE
hurricane,1,0,0,0,FALSE
northeaster,1,0,0,0,FALSE
cauda,1,0,0,0,FALSE
sandbars,1,0,0,0,FALSE
syrtis,1,0,0,0,FALSE
battering,1,0,0,0,FALSE
tackle,1,0,0,0,FALSE
spared,1,0,0,0,FALSE
fourteenth,1,0,1,1,FALSE
adriatic,1,0,0,0,FALSE
sensed,1,0,0,0,FALSE
dashed,1,0,0,0,FALSE
dropped,1,0,0,0,FALSE
attempt,1,0,0,0,FALSE
pretending,1,0,0,0,FALSE
altogether,1,0,0,0,FALSE
lightened,1,0,0,0,FALSE
bay,1,0,0,0,FALSE
sandy,1,0,0,0,FALSE
rudders,1,0,0,0,FALSE
foresail,1,0,0,0,FALSE
sandbar,1,0,0,0,FALSE
stuck,1,0,0,0,FALSE
pounding,1,0,0,0,FALSE
surf,1,0,0,0,FALSE
swimming,1,0,0,0,FALSE
swim,1,0,0,0,FALSE
jump,1,0,0,0,FALSE
planks,1,0,0,0,FALSE
malta,1,0,0,0,FALSE
raining,1,0,0,0,FALSE
brushwood,1,0,0,0,FALSE
viper,1,0,0,0,FALSE
effects,1,0,0,0,FALSE
swell,1,0,0,0,FALSE
publius,1,0,0,0,FALSE
hospitably,1,0,0,0,FALSE
dysentery,1,0,0,0,FALSE
wintered,1,0,0,0,FALSE
figurehead,1,0,0,0,FALSE
twin,1,0,0,0,FALSE
castor,1,0,0,0,FALSE
pollux,1,0,0,0,FALSE
syracuse,1,0,0,0,FALSE
rhegium,1,0,0,0,FALSE
puteoli,1,0,0,0,FALSE
forum,1,0,0,0,FALSE
appius,1,0,0,0,FALSE
taverns,1,0,0,0,FALSE
ancestors,1,0,2,1,FALSE
views,1,0,0,0,FALSE
larger,1,0,0,0,FALSE
convince,1,0,0,0,FALSE
disagreed,1,0,0,0,FALSE
hindrance,1,0,0,0,FALSE
mutually,1,0,0,0,FALSE
non,1,0,5,3,FALSE
suppress,1,0,0,0,FALSE
images,1,0,0,0,FALSE
degrading,1,0,0,0,FALSE
lusts,1,0,0,0,FALSE
unnatural,1,0,0,0,FALSE
inflamed,1,0,0,0,FALSE
indecent,1,0,0,0,FALSE
furthermore,1,0,0,0,FALSE
worthwhile,1,0,0,0,FALSE
haters,1,0,0,0,FALSE
insolent,1,0,1,1,FALSE
invent,1,0,0,0,FALSE
senseless,1,0,0,0,FALSE
heartless,1,0,0,0,FALSE
ruthless,1,0,0,0,FALSE
nowweknowthatgod,1,0,0,0,FALSE
sjudgment,1,0,0,0,FALSE
"ofhiskindnesstoleranceandpatience,",1,0,0,0,FALSE
realizing,1,0,0,0,FALSE
stubbornness,1,0,0,0,FALSE
unrepentant,1,0,0,0,FALSE
storing,1,0,0,0,FALSE
persistence,1,0,0,0,FALSE
relationship,1,0,0,0,FALSE
embodiment,1,0,0,0,FALSE
abhor,1,0,0,0,FALSE
prevail,1,0,0,0,FALSE
enhances,1,0,0,0,FALSE
truthfulness,1,0,0,0,FALSE
increases,1,0,1,1,FALSE
slanderously,1,0,0,0,FALSE
conclude,1,0,0,0,FALSE
throats,1,0,0,0,FALSE
accountable,1,0,0,0,FALSE
forbearance,1,0,0,0,FALSE
unpunished,1,0,0,0,FALSE
principle,1,0,1,1,FALSE
maintain,1,0,1,1,FALSE
uphold,1,0,0,0,FALSE
forefather,1,0,0,0,FALSE
discovered,1,0,0,0,FALSE
credits,1,0,0,0,FALSE
footsteps,1,0,0,0,FALSE
guaranteed,1,0,0,0,FALSE
weakening,1,0,0,0,FALSE
waver,1,0,1,1,FALSE
disappoint,1,0,0,0,FALSE
rarely,1,0,0,0,FALSE
demonstrates,1,0,0,0,FALSE
trespasses,1,0,0,0,FALSE
abundant,1,0,0,0,FALSE
provision,1,0,0,0,FALSE
mastery,1,0,0,0,FALSE
selves,1,0,1,1,FALSE
coveting,1,0,0,0,FALSE
covetous,1,0,0,0,FALSE
nowifidowhatidonotwanttodoit,1,0,0,0,FALSE
soifindthislawatwork,1,0,0,0,FALSE
wheniwant,1,0,0,0,FALSE
waging,1,0,0,0,FALSE
weakened,1,0,0,0,FALSE
misdeeds,1,0,0,0,FALSE
sonship,1,0,0,0,FALSE
co,1,0,0,0,FALSE
frustration,1,0,0,0,FALSE
liberated,1,0,0,0,FALSE
bondage,1,0,5,3,FALSE
groans,1,0,0,0,FALSE
conformed,1,0,0,0,FALSE
interceding,1,0,0,0,FALSE
slaughtered,1,0,0,0,FALSE
conquerors,1,0,1,1,FALSE
unceasing,1,0,1,1,FALSE
traced,1,0,0,0,FALSE
rebekah,1,0,0,0,FALSE
twins,1,0,0,0,FALSE
depend,1,0,1,1,FALSE
hardens,1,0,0,0,FALSE
resists,1,0,0,0,FALSE
lump,1,0,1,1,FALSE
choosing,1,0,0,0,FALSE
hosea,1,0,0,0,FALSE
finality,1,0,0,0,FALSE
stumbled,1,0,0,0,FALSE
describes,1,0,0,0,FALSE
descend,1,0,0,0,FALSE
blesses,1,0,0,0,FALSE
nounderstanding,1,0,0,0,FALSE
altars,1,0,0,0,FALSE
baal,1,0,0,0,FALSE
stupor,1,0,0,0,FALSE
snare,1,0,0,0,FALSE
retribution,1,0,0,0,FALSE
inasmuch,1,0,0,0,FALSE
rejection,1,0,0,0,FALSE
shoot,1,0,1,1,FALSE
nourishing,1,0,1,1,FALSE
sap,1,0,0,0,FALSE
supports,1,0,0,0,FALSE
persist,1,0,0,0,FALSE
graft,1,0,0,0,FALSE
cultivated,1,0,0,0,FALSE
readily,1,0,0,0,FALSE
experienced,1,0,0,0,FALSE
irrevocable,1,0,0,0,FALSE
oh,1,0,0,0,FALSE
tracing,1,0,0,0,FALSE
renewing,1,0,0,0,FALSE
sober,1,0,0,0,FALSE
function,1,0,1,1,FALSE
proportion,1,0,0,0,FALSE
contributing,1,0,0,0,FALSE
govern,1,0,1,1,FALSE
cheerfully,1,0,0,0,FALSE
cling,1,0,2,1,FALSE
affliction,1,0,1,1,FALSE
revenge,1,0,0,0,FALSE
exist,1,0,0,0,FALSE
rebelling,1,0,0,0,FALSE
agent,1,0,0,0,FALSE
wrongdoer,1,0,0,0,FALSE
fellowman,1,0,0,0,FALSE
slumber,1,0,0,0,FALSE
nearer,1,0,0,0,FALSE
behave,1,0,0,0,FALSE
decently,1,0,0,0,FALSE
daytime,1,0,1,1,FALSE
dissension,1,0,0,0,FALSE
disputable,1,0,0,0,FALSE
allows,1,0,0,0,FALSE
vegetables,1,0,0,0,FALSE
abstains,1,0,0,0,FALSE
obstacle,1,0,0,0,FALSE
edification,1,0,0,0,FALSE
approves,1,0,0,0,FALSE
failings,1,0,0,0,FALSE
illyricum,1,0,0,0,FALSE
iplantodosowhenigotospaini,1,0,0,0,FALSE
assist,1,0,0,0,FALSE
contribution,1,0,1,1,FALSE
spain,1,0,0,0,FALSE
phoebe,1,0,0,0,FALSE
grateful,1,0,0,0,FALSE
epenetus,1,0,0,0,FALSE
andronicus,1,0,0,0,FALSE
junias,1,0,0,0,FALSE
ampliatus,1,0,0,0,FALSE
urbanus,1,0,0,0,FALSE
stachys,1,0,0,0,FALSE
apelles,1,0,0,0,FALSE
aristobulus,1,0,0,0,FALSE
herodion,1,0,0,0,FALSE
narcissus,1,0,0,0,FALSE
tryphena,1,0,0,0,FALSE
tryphosa,1,0,0,0,FALSE
persis,1,0,0,0,FALSE
asyncritus,1,0,0,0,FALSE
phlegon,1,0,0,0,FALSE
patrobas,1,0,0,0,FALSE
hermas,1,0,0,0,FALSE
philologus,1,0,0,0,FALSE
julia,1,0,0,0,FALSE
nereus,1,0,0,0,FALSE
olympas,1,0,0,0,FALSE
obstacles,1,0,1,1,FALSE
appetites,1,0,0,0,FALSE
naive,1,0,0,0,FALSE
crush,1,0,0,0,FALSE
sosipater,1,0,0,0,FALSE
tertius,1,0,0,0,FALSE
director,1,0,0,0,FALSE
quartus,1,0,0,0,FALSE
proclamation,1,0,0,0,FALSE
enriched,1,0,0,0,FALSE
chloe,1,0,0,0,FALSE
lest,1,0,0,0,FALSE
emptied,1,0,0,0,FALSE
intelligence,1,0,5,3,FALSE
frustrate,1,0,0,0,FALSE
scholar,1,0,1,1,FALSE
philosopher,1,0,1,1,FALSE
wiser,1,0,0,0,FALSE
influential,1,0,0,0,FALSE
despised,1,0,0,0,FALSE
eloquence,1,0,0,0,FALSE
resolved,1,0,0,0,FALSE
persuasive,1,0,0,0,FALSE
demonstration,1,0,0,0,FALSE
discerned,1,0,0,0,FALSE
watered,1,0,0,0,FALSE
hay,1,0,0,0,FALSE
straw,1,0,0,0,FALSE
quality,1,0,4,2,FALSE
survives,1,0,0,0,FALSE
catches,1,0,0,0,FALSE
applied,1,0,0,0,FALSE
arena,1,0,0,0,FALSE
dishonored,1,0,0,0,FALSE
rags,1,0,0,0,FALSE
brutally,1,0,0,0,FALSE
homeless,1,0,0,0,FALSE
kindly,1,0,0,0,FALSE
scum,1,0,0,0,FALSE
occur,1,0,0,0,FALSE
slanderer,1,0,0,0,FALSE
swindler,1,0,0,0,FALSE
expel,1,0,0,0,FALSE
trivial,1,0,0,0,FALSE
cases,1,0,0,0,FALSE
disputes,1,0,0,0,FALSE
lawsuits,1,0,0,0,FALSE
defeated,1,0,0,0,FALSE
cheat,1,0,1,1,FALSE
homosexual,1,0,0,0,FALSE
offenders,1,0,0,0,FALSE
unite,1,0,0,0,FALSE
honorgodwithyourbody,1,0,0,0,FALSE
concession,1,0,0,0,FALSE
passion,1,0,31,19,FALSE
freedman,1,0,0,0,FALSE
crisis,1,0,0,0,FALSE
engrossed,1,0,0,0,FALSE
restrict,1,0,0,0,FALSE
undivided,1,0,1,1,FALSE
improperly,1,0,0,0,FALSE
engaged,1,0,1,1,FALSE
feels,1,0,1,1,FALSE
accustomed,1,0,1,1,FALSE
emboldened,1,0,0,0,FALSE
tends,1,0,0,0,FALSE
plowman,1,0,0,0,FALSE
plows,1,0,0,0,FALSE
thresher,1,0,0,0,FALSE
threshes,1,0,0,0,FALSE
discharging,1,0,0,0,FALSE
runners,1,0,0,0,FALSE
games,1,0,0,0,FALSE
aimlessly,1,0,0,0,FALSE
disqualified,1,0,0,0,FALSE
revelry,1,0,0,0,FALSE
warnings,1,0,0,0,FALSE
sensible,1,0,0,0,FALSE
partake,1,0,0,0,FALSE
participants,1,0,0,0,FALSE
constructive,1,0,0,0,FALSE
withoutraisingquestionsofconscience,1,0,0,0,FALSE
denounced,1,0,0,0,FALSE
covering,1,0,0,0,FALSE
contentious,1,0,0,0,FALSE
directives,1,0,0,0,FALSE
meetings,1,0,0,0,FALSE
differences,1,0,1,1,FALSE
humiliate,1,0,0,0,FALSE
influenced,1,0,0,0,FALSE
manifestation,1,0,2,1,FALSE
determines,1,0,0,0,FALSE
unit,1,0,0,0,FALSE
indispensable,1,0,0,0,FALSE
unpresentable,1,0,0,0,FALSE
modesty,1,0,1,1,FALSE
presentable,1,0,0,0,FALSE
combined,1,0,0,0,FALSE
lacked,1,0,0,0,FALSE
resounding,1,0,0,0,FALSE
gong,1,0,0,0,FALSE
clanging,1,0,0,0,FALSE
cymbal,1,0,0,0,FALSE
fathom,1,0,0,0,FALSE
surrender,1,0,6,4,FALSE
rude,1,0,0,0,FALSE
angered,1,0,0,0,FALSE
wrongs,1,0,0,0,FALSE
protects,1,0,1,1,FALSE
fails,1,0,3,2,FALSE
stilled,1,0,0,0,FALSE
imperfect,1,0,0,0,FALSE
disappears,1,0,0,0,FALSE
childish,1,0,0,0,FALSE
reflection,1,0,1,1,FALSE
utters,1,0,0,0,FALSE
interprets,1,0,0,0,FALSE
lifeless,1,0,0,0,FALSE
sounds,1,0,0,0,FALSE
tune,1,0,0,0,FALSE
notes,1,0,0,0,FALSE
undoubtedly,1,0,0,0,FALSE
sorts,1,0,0,0,FALSE
adults,1,0,0,0,FALSE
exclaiming,1,0,0,0,FALSE
interpreter,1,0,0,0,FALSE
weigh,1,0,0,0,FALSE
congregations,1,0,0,0,FALSE
inquire,1,0,0,0,FALSE
disgraceful,1,0,0,0,FALSE
originate,1,0,1,1,FALSE
gifted,1,0,0,0,FALSE
ignores,1,0,1,1,FALSE
ignored,1,0,0,0,FALSE
importance,1,0,0,0,FALSE
abnormally,1,0,0,0,FALSE
pitied,1,0,0,0,FALSE
include,1,0,0,0,FALSE
endanger,1,0,0,0,FALSE
misled,1,0,3,2,FALSE
differs,1,0,0,0,FALSE
lifegiving,1,0,0,0,FALSE
twinkling,1,0,0,0,FALSE
collection,1,0,0,0,FALSE
galatian,1,0,0,0,FALSE
saving,1,0,0,0,FALSE
collections,1,0,0,0,FALSE
arrive,1,0,0,0,FALSE
introduction,1,0,0,0,FALSE
advisable,1,0,0,0,FALSE
awhile,1,0,0,0,FALSE
permits,1,0,1,1,FALSE
joins,1,0,0,0,FALSE
labors,1,0,0,0,FALSE
fortunatus,1,0,0,0,FALSE
achaicus,1,0,0,0,FALSE
overflows,1,0,0,0,FALSE
uninformed,1,0,0,0,FALSE
despaired,1,0,0,0,FALSE
peril,1,0,0,0,FALSE
conducted,1,0,0,0,FALSE
forwedonotwriteyouanythingyou,1,0,0,0,FALSE
lightly,1,0,0,0,FALSE
ownership,1,0,0,0,FALSE
inflicted,1,0,0,0,FALSE
reaffirm,1,0,0,0,FALSE
outwit,1,0,0,0,FALSE
triumphal,1,0,0,0,FALSE
spreads,1,0,1,1,FALSE
aroma,1,0,0,0,FALSE
peddle,1,0,0,0,FALSE
recommendation,1,0,0,0,FALSE
competence,1,0,0,0,FALSE
ministers,1,0,1,1,FALSE
engraved,1,0,0,0,FALSE
steadily,1,0,0,0,FALSE
comparison,1,0,1,1,FALSE
gazing,1,0,0,0,FALSE
eventothisdaywhenmosesisread,1,0,0,0,FALSE
unveiled,1,0,0,0,FALSE
despair,1,0,1,1,FALSE
momentary,1,0,0,0,FALSE
achieving,1,0,0,0,FALSE
outweighs,1,0,0,0,FALSE
temporary,1,0,1,1,FALSE
unclothed,1,0,0,0,FALSE
compels,1,0,0,0,FALSE
reconciling,1,0,0,0,FALSE
counting,1,0,0,0,FALSE
ambassadors,1,0,0,0,FALSE
implore,1,0,0,0,FALSE
distresses,1,0,0,0,FALSE
beatings,1,0,0,0,FALSE
imprisonments,1,0,0,0,FALSE
sleepless,1,0,0,0,FALSE
possessing,1,0,2,1,FALSE
yoked,1,0,1,1,FALSE
belial,1,0,0,0,FALSE
contaminates,1,0,0,0,FALSE
perfecting,1,0,0,0,FALSE
exploited,1,0,0,0,FALSE
bounds,1,0,0,0,FALSE
conflicts,1,0,0,0,FALSE
ardent,1,0,0,0,FALSE
sorry,1,0,0,0,FALSE
harmed,1,0,0,0,FALSE
indignation,1,0,0,0,FALSE
alarm,1,0,0,0,FALSE
injured,1,0,0,0,FALSE
embarrassed,1,0,0,0,FALSE
remembers,1,0,0,0,FALSE
extreme,1,0,0,0,FALSE
welled,1,0,0,0,FALSE
entirely,1,0,2,1,FALSE
privilege,1,0,0,0,FALSE
sakes,1,0,0,0,FALSE
matched,1,0,0,0,FALSE
relieved,1,0,0,0,FALSE
initiative,1,0,2,1,FALSE
criticism,1,0,0,0,FALSE
liberal,1,0,0,0,FALSE
representatives,1,0,0,0,FALSE
unprepared,1,0,0,0,FALSE
arrangements,1,0,0,0,FALSE
grudgingly,1,0,1,1,FALSE
reluctantly,1,0,0,0,FALSE
cheerful,1,0,0,0,FALSE
giver,1,0,0,0,FALSE
abroad,1,0,0,0,FALSE
enlarge,1,0,0,0,FALSE
supplying,1,0,0,0,FALSE
expressions,1,0,0,0,FALSE
accompanies,1,0,0,0,FALSE
indescribable,1,0,0,0,FALSE
meekness,1,0,0,0,FALSE
wage,1,0,0,0,FALSE
strongholds,1,0,0,0,FALSE
pretension,1,0,0,0,FALSE
surface,1,0,0,0,FALSE
somewhat,1,0,0,0,FALSE
frighten,1,0,0,0,FALSE
weighty,1,0,1,1,FALSE
unimpressive,1,0,0,0,FALSE
classify,1,0,0,0,FALSE
confine,1,0,0,0,FALSE
reaches,1,0,6,4,FALSE
expand,1,0,0,0,FALSE
territory,1,0,0,0,FALSE
elevate,1,0,0,0,FALSE
masquerading,1,0,0,0,FALSE
masquerades,1,0,0,0,FALSE
surprising,1,0,0,0,FALSE
masquerade,1,0,0,0,FALSE
enslaves,1,0,0,0,FALSE
exploits,1,0,0,0,FALSE
pushes,1,0,0,0,FALSE
slaps,1,0,0,0,FALSE
dares,1,0,0,0,FALSE
lashes,1,0,0,0,FALSE
minus,1,0,0,0,FALSE
rods,1,0,0,0,FALSE
bandits,1,0,0,0,FALSE
labored,1,0,0,0,FALSE
toiled,1,0,0,0,FALSE
aretas,1,0,0,0,FALSE
damascenes,1,0,0,0,FALSE
refrain,1,0,1,1,FALSE
warranted,1,0,0,0,FALSE
surpassingly,1,0,0,0,FALSE
thorn,1,0,0,0,FALSE
difficulties,1,0,0,0,FALSE
expend,1,0,0,0,FALSE
crafty,1,0,0,0,FALSE
maynotfindmeasyouwantmetobei,1,0,0,0,FALSE
outbursts,1,0,0,0,FALSE
gossip,1,0,0,0,FALSE
indulged,1,0,0,0,FALSE
demanding,1,0,0,0,FALSE
discover,1,0,0,0,FALSE
tearing,1,0,0,0,FALSE
deserting,1,0,0,0,FALSE
evidently,1,0,0,0,FALSE
pervert,1,0,0,0,FALSE
previous,1,0,0,0,FALSE
extremely,1,0,2,1,FALSE
consult,1,0,0,0,FALSE
fifteen,1,0,1,1,FALSE
infiltrated,1,0,0,0,FALSE
ranks,1,0,0,0,FALSE
spy,1,0,0,0,FALSE
reputed,1,0,0,0,FALSE
promotes,1,0,0,0,FALSE
bewitched,1,0,0,0,FALSE
portrayed,1,0,0,0,FALSE
foresaw,1,0,0,0,FALSE
"bythelawbecause,",1,0,0,0,FALSE
therighteouswill,1,0,0,0,FALSE
everyday,1,0,0,0,FALSE
duly,1,0,0,0,FALSE
referred,1,0,0,0,FALSE
supervision,1,0,0,0,FALSE
trustees,1,0,0,0,FALSE
miserable,1,0,2,1,FALSE
scorn,1,0,0,0,FALSE
alienate,1,0,0,0,FALSE
tone,1,0,0,0,FALSE
corresponds,1,0,0,0,FALSE
aloud,1,0,0,0,FALSE
lets,1,0,0,0,FALSE
persuasion,1,0,0,0,FALSE
abolished,1,0,0,0,FALSE
agitators,1,0,0,0,FALSE
emasculate,1,0,0,0,FALSE
biting,1,0,0,0,FALSE
devouring,1,0,1,1,FALSE
conflict,1,0,0,0,FALSE
witchcraft,1,0,0,0,FALSE
discord,1,0,0,0,FALSE
fits,1,0,0,0,FALSE
dissensions,1,0,0,0,FALSE
step,1,0,0,0,FALSE
provoking,1,0,0,0,FALSE
envying,1,0,0,0,FALSE
impression,1,0,0,0,FALSE
compel,1,0,2,1,FALSE
adopted,1,0,0,0,FALSE
purposed,1,0,0,0,FALSE
conformity,1,0,0,0,FALSE
hisglory,1,0,0,0,FALSE
included,1,0,0,0,FALSE
incomparably,1,0,0,0,FALSE
exerted,1,0,0,0,FALSE
gratifying,1,0,0,0,FALSE
incomparable,1,0,0,0,FALSE
expressed,1,0,0,0,FALSE
workmanship,1,0,0,0,FALSE
barrier,1,0,0,0,FALSE
abolishing,1,0,0,0,FALSE
create,1,0,0,0,FALSE
sharers,1,0,0,0,FALSE
manifold,1,0,4,2,FALSE
kneel,1,0,0,0,FALSE
derives,1,0,0,0,FALSE
immeasurably,1,0,0,0,FALSE
imagine,1,0,0,0,FALSE
apportioned,1,0,0,0,FALSE
captives,1,0,0,0,FALSE
higher,1,0,5,3,FALSE
evangelists,1,0,0,0,FALSE
pastors,1,0,0,0,FALSE
attaining,1,0,1,1,FALSE
scheming,1,0,0,0,FALSE
supporting,1,0,1,1,FALSE
ligament,1,0,0,0,FALSE
insist,1,0,0,0,FALSE
futility,1,0,0,0,FALSE
sensitivity,1,0,0,0,FALSE
sensuality,1,0,0,0,FALSE
continual,1,0,2,1,FALSE
truthfully,1,0,0,0,FALSE
foothold,1,0,0,0,FALSE
unwholesome,1,0,0,0,FALSE
brawling,1,0,0,0,FALSE
forgiving,1,0,1,1,FALSE
hint,1,0,0,0,FALSE
improper,1,0,0,0,FALSE
obscenity,1,0,0,0,FALSE
coarse,1,0,0,0,FALSE
joking,1,0,0,0,FALSE
consists,1,0,1,1,FALSE
fruitless,1,0,0,0,FALSE
sleeper,1,0,0,0,FALSE
unwise,1,0,0,0,FALSE
submits,1,0,0,0,FALSE
radiant,1,0,1,1,FALSE
stain,1,0,1,1,FALSE
wrinkle,1,0,0,0,FALSE
exasperate,1,0,0,0,FALSE
threaten,1,0,0,0,FALSE
buckled,1,0,0,0,FALSE
fitted,1,0,0,0,FALSE
shield,1,0,0,0,FALSE
extinguish,1,0,0,0,FALSE
flaming,1,0,2,1,FALSE
arrows,1,0,0,0,FALSE
occasions,1,0,0,0,FALSE
ambassador,1,0,0,0,FALSE
undying,1,0,0,0,FALSE
partnership,1,0,0,0,FALSE
confirming,1,0,0,0,FALSE
discern,1,0,0,0,FALSE
courageously,1,0,0,0,FALSE
rivalry,1,0,0,0,FALSE
sincerely,1,0,0,0,FALSE
stir,1,0,0,0,FALSE
butwhatdoesitmattertheimportant,1,0,0,0,FALSE
deliverance,1,0,3,2,FALSE
contending,1,0,0,0,FALSE
tenderness,1,0,0,0,FALSE
conceit,1,0,1,1,FALSE
grasped,1,0,0,0,FALSE
complaining,1,0,0,0,FALSE
cheered,1,0,0,0,FALSE
welfare,1,0,12,7,FALSE
longs,1,0,1,1,FALSE
risking,1,0,0,0,FALSE
safeguard,1,0,1,1,FALSE
mutilators,1,0,0,0,FALSE
legalistic,1,0,0,0,FALSE
compared,1,0,0,0,FALSE
rubbish,1,0,0,0,FALSE
heavenward,1,0,0,0,FALSE
differently,1,0,0,0,FALSE
destiny,1,0,1,1,FALSE
enables,1,0,0,0,FALSE
transform,1,0,0,0,FALSE
euodia,1,0,0,0,FALSE
syntyche,1,0,0,0,FALSE
loyal,1,0,0,0,FALSE
yokefellow,1,0,0,0,FALSE
contended,1,0,0,0,FALSE
clement,1,0,0,0,FALSE
anxious,1,0,3,2,FALSE
transcends,1,0,2,1,FALSE
lovely,1,0,0,0,FALSE
admirable,1,0,0,0,FALSE
praiseworthy,1,0,0,0,FALSE
acquaintance,1,0,0,0,FALSE
aid,1,0,1,1,FALSE
amply,1,0,0,0,FALSE
